youthidCUF,classidCUF,schoolidCUF,schtype_geRV,y1_sex,y1_doby,y1_nationRV,y1_lpsc1,y1_lpsc2,y1_lpsc3,y1_lpsc4,y1_fact,y1_sat2,y1_pbsch1,y1_pbsch2,y1_pbsch3,y1_pbsch4,y1_del1,y1_del2,y1_del3,y1_del4,y1_vict1,y1_vict2,y1_vict3,y1_pdisc1,y1_pdisc2,y1_pdisc3,y1_pdisc4,y1_date,y1_contm,y1_gawm,y1_contf,y1_gawf,y1_penc1,y1_penc2,y1_penc3,y1_fcoh1,y1_fcoh2,y1_fcoh3,y1_fcoh4,y1_fcoh5,y1_pdem1,y1_pdem2,y1_pdem3,y1_pdem4,y1_pdem5,y1_pdem6,y1_pdem7,y1_pinv1,y1_pinv2,y1_pinv3,y1_tenc1,y1_tenc2,classid.x,neg_indegree,neg_outdegree,neg_isolate,classid.y,pos_indegree,pos_outdegree,pos_isolate,n_mutual_bfs,non_reciprocal,num_bfs,sex,schooltype,nationality,age,language,gender,problem_behaviors,delinquency_history,delinquency_count,victim_history,victim_history_score,parent_relation,teacher_support,teacher_help,teacher_encouragement,classid.f,schoolid.f
29840513,298405,2984,4,2,1995,3,2,2,3,2,3,8,0,2,0,0,0,0,0,0,0,2,0,4,4,3,4,2,1,2,1,2,1,1,1,3,3,2,3,4,1,4,3,4,1,1,2,1,2,1,2,2,298405,0,3,0,298405,5,5,0,3,2,5,2,4,Only other nationality,15,9,Girl,2,no,0,1,2,2,4,2,2,298405,2984
29840519,298405,2984,4,2,1996,1,3,4,2,2,4,7,2,1,0,1,0,0,0,0,2,2,2,3,3,3,4,2,1,3,1,2,1,1,1,2,3,2,4,3,1,4,4,4,2,1,2,4,4,3,3,3,298405,0,4,0,298405,3,4,0,1,4,4,2,4,German only,14,11,Girl,4,no,0,1,6,2,6,3,3,298405,2984
29840520,298405,2984,4,2,1995,1,4,3,4,4,3,9,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,2,5,NA,4,4,5,3,3,3,4,3,4,4,5,4,5,4,5,5,5,5,2,3,298405,0,2,0,298405,3,2,0,2,1,2,2,4,German only,15,15,Girl,0,no,0,0,0,NA,5,2,3,298405,2984
29840521,298405,2984,4,2,1995,2,4,4,4,3,NA,5,2,0,0,0,NA,NA,NA,NA,0,0,0,4,4,4,4,NA,1,2,1,2,1,1,1,2,3,2,3,3,2,5,5,4,1,1,1,4,5,5,2,4,298405,4,3,0,298405,0,5,0,0,5,5,2,4,German and other nationality,15,15,Girl,2,NA,NA,0,0,2,6,2,4,298405,2984
29840522,298405,2984,4,2,1995,2,3,3,3,3,3,7,2,1,0,3,1,0,0,1,0,0,0,2,4,4,4,2,1,2,2,1,1,1,2,3,4,4,1,1,5,5,3,2,3,2,3,2,3,2,3,3,298405,0,0,1,298405,2,5,0,2,3,5,2,4,German and other nationality,15,12,Girl,6,yes,2,0,0,2,6,3,3,298405,2984
29840523,298405,2984,4,2,1995,1,4,4,4,4,3,5,1,1,0,2,0,0,1,0,0,0,0,3,4,4,3,1,1,1,4,3,1,2,1,3,2,3,3,2,2,5,1,3,2,2,3,1,2,1,2,4,298405,0,5,0,298405,4,5,0,3,2,5,2,4,German only,15,16,Girl,4,yes,1,0,0,2,6,2,4,298405,2984
29840526,298405,2984,4,1,1995,2,4,4,3,3,2,5,2,1,0,0,1,0,1,0,0,2,0,3,3,3,3,1,1,2,4,2,4,2,3,3,2,4,2,2,3,2,4,2,3,3,3,2,4,4,5,5,298405,4,1,0,298405,0,1,0,0,2,1,1,4,German and other nationality,15,14,Boy,3,yes,2,1,2,2,10,5,5,298405,2984
29840527,298405,2984,4,2,1996,1,4,4,3,3,3,4,0,1,1,1,0,0,0,0,4,4,4,3,4,3,4,1,1,3,1,3,2,2,2,2,3,1,3,3,1,4,4,4,1,1,1,4,3,4,2,3,298405,1,3,0,298405,3,4,0,3,2,4,2,4,German only,14,14,Girl,3,no,0,0,12,3,5,2,3,298405,2984
29840528,298405,2984,4,2,1995,3,3,2,4,3,4,7,0,0,0,1,0,0,0,0,0,0,2,4,4,3,4,2,1,2,1,3,1,1,4,2,3,1,3,3,2,5,4,5,2,2,2,4,3,2,2,5,298405,0,3,0,298405,1,3,0,1,3,3,2,4,Only other nationality,15,12,Girl,1,no,0,1,2,2,7,2,5,298405,2984
30030311,300303,3003,4,2,1995,1,4,4,4,4,4,4,1,0,0,2,0,0,0,1,0,0,0,4,4,4,4,2,1,3,1,3,3,3,4,3,3,2,3,3,2,4,3,4,1,1,2,2,4,2,2,2,300303,3,2,0,300303,2,2,0,2,1,2,2,4,German only,15,16,Girl,3,yes,1,0,0,3,4,2,2,300303,3003
30030312,300303,3003,4,2,1995,2,3,4,3,3,4,9,1,0,0,1,0,0,0,0,0,0,0,4,4,4,4,2,1,3,1,3,2,2,2,1,4,1,4,4,2,3,4,4,2,1,1,4,4,3,3,3,300303,0,3,0,300303,5,5,0,3,2,5,2,4,German and other nationality,15,13,Girl,2,no,0,0,0,3,6,3,3,300303,3003
30030315,300303,3003,4,2,1996,1,4,4,4,3,4,7,2,1,1,2,0,1,0,1,0,2,0,3,3,4,2,2,1,2,1,3,2,2,3,1,3,2,4,2,2,4,4,4,2,1,2,3,4,4,2,3,300303,0,2,0,300303,5,5,0,3,2,5,2,4,German only,14,15,Girl,6,yes,2,1,2,2,5,2,3,300303,3003
30030316,300303,3003,4,2,1995,1,4,4,4,4,4,7,1,1,0,2,0,0,0,0,0,0,0,3,4,3,4,1,1,2,1,3,1,1,2,3,4,1,4,4,2,5,5,5,1,1,1,3,4,3,2,3,300303,0,4,0,300303,4,5,0,3,2,5,2,4,German only,15,16,Girl,4,no,0,0,0,2,5,2,3,300303,3003
31080110,310801,3108,3,2,1996,1,3,2,4,4,4,7,0,1,0,2,NA,NA,NA,NA,0,0,0,4,4,3,4,1,1,3,1,2,1,1,2,2,3,3,3,3,1,5,4,4,1,1,1,4,3,2,3,3,310801,1,4,0,310801,1,5,0,0,5,5,2,3,German only,14,13,Girl,3,NA,NA,0,0,2,6,3,3,310801,3108
31080111,310801,3108,3,1,1996,1,3,4,3,2,4,9,0,1,0,0,NA,NA,NA,NA,2,0,0,3,4,3,4,1,1,3,1,3,1,1,1,1,1,1,1,3,2,2,4,4,2,1,2,2,3,4,2,2,310801,2,4,0,310801,4,5,0,1,4,5,1,3,German only,14,12,Boy,1,NA,NA,1,2,3,4,2,2,310801,3108
31080112,310801,3108,3,1,1995,1,4,3,3,2,3,4,1,1,0,1,NA,NA,NA,NA,2,2,0,2,4,3,4,1,1,3,1,3,1,1,2,2,2,2,3,3,2,2,3,2,3,2,2,2,2,2,4,3,310801,3,4,0,310801,1,4,0,1,4,4,1,3,German only,15,12,Boy,3,NA,NA,1,4,3,7,4,3,310801,3108
31080113,310801,3108,3,1,1996,3,2,3,3,3,4,7,2,1,0,0,NA,NA,NA,NA,0,0,0,4,4,4,4,1,5,NA,1,3,1,2,2,3,3,1,4,4,1,2,5,3,2,2,2,2,2,2,4,4,310801,1,5,0,310801,4,5,0,2,3,5,1,3,Only other nationality,14,11,Boy,3,NA,NA,0,0,NA,8,4,4,310801,3108
31080114,310801,3108,3,2,1996,3,3,3,4,3,4,7,1,2,0,1,NA,NA,NA,NA,0,0,0,3,4,4,4,2,1,3,1,3,1,1,3,2,4,1,4,3,1,4,4,4,2,1,3,2,1,2,2,3,310801,0,1,0,310801,0,5,0,0,5,5,2,3,Only other nationality,14,13,Girl,4,NA,NA,0,0,3,5,2,3,310801,3108
31080116,310801,3108,3,1,1995,3,3,3,2,2,4,7,0,1,0,2,NA,NA,NA,NA,0,2,0,3,3,3,4,2,1,3,1,2,4,1,2,3,3,2,4,4,2,4,4,5,2,1,1,1,5,1,2,3,310801,4,2,0,310801,2,5,0,1,4,5,1,3,Only other nationality,15,10,Boy,3,NA,NA,1,2,2,5,2,3,310801,3108
31080117,310801,3108,3,1,1995,1,2,3,3,2,4,7,1,1,1,1,NA,NA,NA,NA,0,0,0,3,4,4,4,2,1,2,1,2,3,3,3,3,4,2,4,4,2,2,3,3,2,2,2,3,4,3,3,3,310801,2,1,0,310801,4,5,0,3,2,5,1,3,German only,15,10,Boy,4,NA,NA,0,0,2,6,3,3,310801,3108
31080210,310802,3108,3,1,1995,3,3,3,2,2,4,7,0,0,0,1,NA,NA,NA,NA,0,0,0,4,4,4,4,1,1,3,1,3,1,1,1,1,4,1,4,3,1,2,5,4,1,1,2,4,2,3,2,2,310802,4,5,0,310802,2,4,0,2,3,4,1,3,Only other nationality,15,10,Boy,1,NA,NA,0,0,3,4,2,2,310802,3108
31080211,310802,3108,3,2,1995,2,3,3,3,1,3,3,1,0,0,1,NA,NA,NA,NA,2,2,0,3,4,4,4,2,1,3,4,1,3,1,1,1,2,2,4,3,2,3,4,4,2,1,2,2,3,1,4,5,310802,3,4,0,310802,2,2,0,2,1,2,2,3,German and other nationality,15,10,Girl,2,NA,NA,1,4,2,9,4,5,310802,3108
31080212,310802,3108,3,1,1994,1,3,4,4,2,4,1,0,2,0,1,NA,NA,NA,NA,5,5,5,1,4,4,4,2,1,0,1,3,1,2,5,4,3,4,3,2,1,3,2,1,3,1,1,2,3,1,1,3,310802,9,0,0,310802,0,0,1,0,1,0,1,3,German only,16,13,Boy,3,NA,NA,0,15,2,4,1,3,310802,3108
31080213,310802,3108,3,1,1995,1,4,4,4,4,3,3,1,2,3,3,NA,NA,NA,NA,0,2,0,3,3,3,4,2,2,2,1,2,2,4,3,3,4,4,4,3,3,3,4,3,2,3,2,4,4,4,3,3,310802,2,4,0,310802,2,4,0,1,4,4,1,3,German only,15,16,Boy,9,NA,NA,1,2,2,6,3,3,310802,3108
31080217,310802,3108,3,2,1996,3,3,4,4,3,4,1,2,1,0,1,NA,NA,NA,NA,0,2,0,3,4,4,3,1,1,2,1,2,1,1,2,2,3,1,4,3,3,5,4,3,3,3,3,3,2,2,5,5,310802,3,5,0,310802,2,2,0,2,1,2,2,3,Only other nationality,14,14,Girl,4,NA,NA,1,2,2,10,5,5,310802,3108
31080219,310802,3108,3,1,1995,1,4,4,4,4,4,3,0,0,0,0,NA,NA,NA,NA,0,0,0,4,3,3,3,2,1,3,2,2,1,1,1,4,4,2,4,3,1,5,5,4,2,1,1,4,5,3,2,2,310802,3,5,0,310802,3,4,0,1,4,4,1,3,German only,15,16,Boy,0,NA,NA,0,0,2,4,2,2,310802,3108
31080220,310802,3108,3,1,1994,1,4,4,4,3,NA,4,1,2,0,2,NA,NA,NA,NA,2,2,2,4,3,4,1,NA,1,2,4,2,2,2,2,3,2,2,3,3,2,3,4,2,2,2,4,2,2,3,3,2,310802,3,5,0,310802,3,4,0,3,2,4,1,3,German only,16,15,Boy,5,NA,NA,1,6,2,5,3,2,310802,3108
31080221,310802,3108,3,2,1996,1,2,4,2,2,4,4,1,2,0,0,NA,NA,NA,NA,0,0,0,3,4,4,2,1,1,3,1,3,1,1,2,3,2,2,4,1,3,1,3,1,1,1,3,1,3,1,1,1,310802,2,5,0,310802,2,4,0,2,3,4,2,3,German only,14,10,Girl,3,NA,NA,0,0,3,2,1,1,310802,3108
31350110,313501,3135,4,2,1996,1,4,4,4,3,4,10,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,NA,1,NA,1,2,1,3,3,1,4,3,1,5,5,5,1,1,2,5,4,5,1,2,313501,0,3,0,313501,3,5,0,2,3,5,2,4,German only,14,15,Girl,0,no,0,0,0,NA,3,1,2,313501,3135
31350112,313501,3135,4,2,1995,3,3,4,4,4,4,9,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,2,1,3,1,3,1,1,1,1,1,1,4,4,2,3,5,5,1,1,2,3,4,5,1,1,313501,0,4,0,313501,3,4,0,2,3,4,2,4,Only other nationality,15,15,Girl,1,no,0,0,0,3,2,1,1,313501,3135
31350113,313501,3135,4,2,1996,1,3,4,3,3,4,8,0,0,0,1,0,0,0,0,0,0,2,4,4,4,4,2,1,3,1,3,1,1,2,3,4,3,4,4,1,4,4,5,1,1,2,2,2,2,2,2,313501,1,1,0,313501,2,5,0,2,3,5,2,4,German only,14,13,Girl,1,no,0,1,2,3,4,2,2,313501,3135
31350114,313501,3135,4,2,1996,3,3,4,4,3,4,6,0,0,1,1,0,0,0,0,0,0,0,4,3,3,2,2,1,2,1,3,2,3,3,3,4,1,4,3,2,4,3,2,2,3,3,3,5,3,3,3,313501,0,2,0,313501,3,4,0,3,2,4,2,4,Only other nationality,14,14,Girl,2,no,0,0,0,2,6,3,3,313501,3135
31350117,313501,3135,4,2,1994,3,3,3,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,3,2,3,2,1,1,3,3,1,4,4,1,4,5,5,2,1,1,5,3,3,3,5,313501,1,4,0,313501,2,0,0,0,1,0,2,4,Only other nationality,16,12,Girl,0,no,0,0,0,3,8,3,5,313501,3135
31350118,313501,3135,4,2,1996,1,3,2,2,2,1,6,1,0,0,1,0,0,0,0,0,0,0,3,4,3,4,2,1,2,5,NA,2,1,2,4,2,3,3,2,2,5,4,3,1,2,2,4,3,4,2,3,313501,3,2,0,313501,3,3,0,2,2,3,2,4,German only,14,9,Girl,2,no,0,0,0,NA,5,2,3,313501,3135
31350120,313501,3135,4,2,1995,1,3,4,4,2,2,7,1,2,2,3,0,0,1,0,0,0,0,4,4,4,2,1,1,2,1,2,2,1,3,3,4,1,4,3,4,2,5,4,2,1,2,2,1,3,4,4,313501,0,5,0,313501,1,5,0,0,5,5,2,4,German only,15,13,Girl,8,yes,1,0,0,2,8,4,4,313501,3135
31350210,313502,3135,4,2,1995,NA,3,3,3,3,4,7,0,0,0,1,0,0,0,0,2,2,0,4,4,3,4,2,1,3,5,NA,2,2,2,2,3,2,4,3,2,4,4,4,2,2,3,3,2,2,2,3,313502,1,1,0,313502,2,5,0,2,3,5,2,4,NA,15,12,Girl,1,no,0,1,4,NA,5,2,3,313502,3135
31350211,313502,3135,4,2,1995,1,4,3,3,3,3,10,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,2,1,3,1,3,1,1,2,1,4,1,4,4,1,4,5,5,1,1,1,4,5,5,2,2,313502,3,4,0,313502,3,5,0,3,2,5,2,4,German only,15,13,Girl,0,no,0,0,0,3,4,2,2,313502,3135
31350212,313502,3135,4,2,1996,1,4,4,4,4,4,4,1,2,0,0,0,0,0,0,4,4,4,2,3,4,3,1,1,2,1,1,2,2,3,3,4,3,4,3,2,4,4,3,2,3,3,4,4,5,3,3,313502,1,5,0,313502,2,2,0,2,1,2,2,4,German only,14,16,Girl,3,no,0,0,12,2,6,3,3,313502,3135
31350213,313502,3135,4,1,1995,1,4,4,4,4,3,3,0,1,0,1,0,0,1,0,0,0,0,4,3,4,4,1,1,3,5,NA,3,2,4,4,4,4,4,4,2,5,5,5,2,1,2,5,5,5,3,3,313502,1,2,0,313502,5,3,0,3,1,3,1,4,German only,15,16,Boy,2,yes,1,0,0,NA,6,3,3,313502,3135
31350214,313502,3135,4,1,1996,3,3,3,3,3,4,9,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,1,1,3,1,3,1,1,1,2,4,1,3,4,2,4,5,5,1,1,1,5,2,3,2,1,313502,0,1,0,313502,1,5,0,1,4,5,1,4,Only other nationality,14,12,Boy,1,no,0,0,0,3,3,2,1,313502,3135
31350219,313502,3135,4,1,1996,1,4,4,4,4,4,8,0,1,NA,NA,0,0,0,0,0,0,0,4,4,4,4,2,1,2,5,NA,1,2,2,2,4,2,4,4,2,5,5,4,2,1,1,4,4,2,2,2,313502,1,2,0,313502,2,5,0,1,4,5,1,4,German only,14,16,Boy,NA,no,0,0,0,NA,4,2,2,313502,3135
31350220,313502,3135,4,2,1995,1,3,4,2,2,1,5,0,0,0,0,0,0,0,0,2,4,2,3,4,3,4,1,1,3,1,2,2,2,3,3,3,3,3,2,2,3,5,3,1,2,2,3,3,2,2,2,313502,3,1,0,313502,2,2,0,2,1,2,2,4,German only,15,11,Girl,0,no,0,1,8,2,4,2,2,313502,3135
31350222,313502,3135,4,2,1996,3,2,3,2,2,4,7,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,2,1,2,2,1,2,2,3,3,4,4,2,2,5,3,2,2,2,2,3,2,3,3,313502,6,5,0,313502,4,5,0,4,1,5,2,4,Only other nationality,14,9,Girl,1,no,0,0,0,2,6,3,3,313502,3135
33930312,339303,3393,5,2,1996,1,4,4,3,3,4,8,0,0,0,1,0,0,0,0,NA,NA,NA,4,3,4,4,2,1,3,1,2,1,1,2,2,4,1,4,3,2,4,4,4,2,1,2,2,4,2,2,3,339303,2,4,0,339303,1,4,0,1,4,4,2,5,German only,14,14,Girl,1,no,0,NA,NA,2,5,2,3,339303,3393
33930313,339303,3393,5,1,1995,1,4,4,3,3,4,6,1,1,0,4,1,0,0,0,0,2,0,3,4,3,4,1,1,2,4,2,2,2,2,2,3,2,3,3,2,4,4,4,2,2,2,2,2,2,4,3,339303,0,4,0,339303,4,4,0,2,3,4,1,5,German only,15,14,Boy,6,yes,1,1,2,2,7,4,3,339303,3393
33930314,339303,3393,5,2,1996,1,4,4,4,3,3,6,2,0,0,3,0,0,0,1,2,0,0,3,4,3,3,2,1,2,2,3,2,1,2,3,2,3,4,2,2,3,4,2,1,1,2,2,2,2,4,4,339303,1,4,0,339303,5,4,0,3,2,4,2,5,German only,14,15,Girl,5,yes,1,1,2,2,8,4,4,339303,3393
33930318,339303,3393,5,1,1995,1,4,4,4,4,4,9,1,0,1,0,0,0,0,0,2,0,0,4,4,4,4,2,1,3,1,3,1,1,1,2,2,2,3,2,2,2,4,3,1,1,2,3,3,4,3,3,339303,0,5,0,339303,3,5,0,3,2,5,1,5,German only,15,16,Boy,2,no,0,1,2,3,6,3,3,339303,3393
33930319,339303,3393,5,1,1996,1,3,3,2,2,4,3,1,1,1,0,0,0,0,0,2,2,0,3,3,4,4,2,1,2,3,2,2,2,2,3,4,2,3,3,2,4,4,4,2,1,2,4,4,4,3,2,339303,1,1,0,339303,4,3,0,3,1,3,1,5,German only,14,10,Boy,3,no,0,1,4,2,5,3,2,339303,3393
33930322,339303,3393,5,2,1994,2,3,3,3,2,4,6,1,0,1,2,0,0,0,0,0,0,0,4,4,3,4,2,1,3,2,3,1,1,2,1,4,2,4,3,2,5,5,5,1,1,1,4,5,4,3,4,339303,1,1,0,339303,1,5,0,1,4,5,2,5,German and other nationality,16,11,Girl,4,no,0,0,0,3,7,3,4,339303,3393
33930324,339303,3393,5,1,1995,1,2,4,2,3,4,7,1,1,0,1,0,0,0,1,0,0,0,4,4,4,4,2,1,2,1,2,2,2,2,2,2,1,3,2,2,2,3,3,1,2,2,3,4,3,3,3,339303,0,1,0,339303,4,1,0,1,1,1,1,5,German only,15,11,Boy,3,yes,1,0,0,2,6,3,3,339303,3393
33930326,339303,3393,5,1,1996,1,4,4,4,4,4,9,1,0,0,1,0,0,0,0,0,2,0,4,4,4,4,2,1,3,1,3,1,1,1,2,3,2,3,3,2,4,4,4,2,2,3,3,4,3,2,3,339303,2,2,0,339303,5,4,0,3,2,4,1,5,German only,14,16,Boy,2,no,0,1,2,3,5,2,3,339303,3393
33930614,339306,3393,5,2,1995,1,4,4,4,4,4,4,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,2,1,2,2,2,2,2,2,2,3,2,4,3,3,4,4,3,2,1,2,4,4,3,3,4,339306,0,1,0,339306,6,5,0,4,1,5,2,5,German only,15,16,Girl,1,no,0,0,0,2,7,3,4,339306,3393
33930616,339306,3393,5,2,1995,1,4,4,4,4,4,3,0,0,0,1,0,0,0,0,0,0,0,3,4,4,4,2,1,2,1,2,3,4,3,3,NA,3,3,2,3,2,2,2,2,3,2,4,2,2,2,2,339306,0,1,0,339306,5,5,0,4,1,5,2,5,German only,15,16,Girl,1,no,0,0,0,2,4,2,2,339306,3393
33930619,339306,3393,5,2,1996,1,4,4,4,3,4,6,1,0,2,1,0,0,0,0,2,2,0,3,3,3,3,2,1,1,1,2,1,1,1,3,3,3,3,3,2,3,4,4,2,2,2,2,3,3,2,2,339306,1,2,0,339306,2,5,0,1,4,5,2,5,German only,14,15,Girl,4,no,0,1,4,2,4,2,2,339306,3393
33930622,339306,3393,5,2,1996,1,4,4,4,4,4,8,1,0,0,1,0,0,0,0,0,0,0,3,4,4,4,2,3,3,5,NA,1,1,1,1,4,1,4,3,1,4,4,5,1,1,1,2,3,1,2,3,339306,0,4,0,339306,2,5,0,2,3,5,2,5,German only,14,16,Girl,2,no,0,0,0,NA,5,2,3,339306,3393
33930623,339306,3393,5,1,1995,1,4,4,4,4,4,6,3,1,0,0,0,0,1,1,0,0,0,2,3,3,3,1,1,3,1,3,2,1,1,2,3,2,4,3,1,4,3,3,1,1,2,3,3,3,3,3,339306,1,3,0,339306,2,5,0,2,3,5,1,5,German only,15,16,Boy,4,yes,2,0,0,3,6,3,3,339306,3393
33930625,339306,3393,5,1,1994,1,4,4,4,4,4,4,2,0,2,3,0,0,0,1,0,0,0,3,4,4,4,1,1,2,1,1,2,1,1,3,4,3,4,4,3,2,4,2,2,3,3,3,2,2,2,3,339306,4,5,0,339306,1,5,0,0,5,5,1,5,German only,16,16,Boy,7,yes,1,0,0,2,5,2,3,339306,3393
33930627,339306,3393,5,2,1995,1,4,3,4,3,3,6,0,0,0,3,0,0,0,1,0,0,0,4,4,4,4,2,1,3,1,3,1,2,3,2,2,2,3,3,1,2,5,2,1,2,2,2,3,4,3,3,339306,0,2,0,339306,2,2,0,2,1,2,2,5,German only,15,14,Girl,3,yes,1,0,0,3,6,3,3,339306,3393
33930628,339306,3393,5,2,1996,1,4,4,4,4,4,4,0,0,0,2,0,0,0,0,0,0,0,4,4,3,4,2,1,3,1,3,2,1,2,1,4,1,4,3,2,3,4,3,1,1,2,3,4,4,2,2,339306,0,1,0,339306,3,5,0,2,3,5,2,5,German only,14,16,Girl,2,no,0,0,0,3,4,2,2,339306,3393
33930629,339306,3393,5,1,1996,1,3,4,3,2,4,9,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,2,1,2,2,1,2,3,3,4,3,2,3,4,3,2,3,3,3,1,4,2,2,3,339306,0,5,0,339306,0,5,0,0,5,5,1,5,German only,14,12,Boy,1,no,0,0,0,2,5,2,3,339306,3393
35770111,357701,3577,4,2,1995,1,4,4,4,4,3,10,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,2,1,3,1,3,1,1,1,3,4,2,4,3,2,NA,5,4,1,1,1,3,4,5,1,1,357701,0,5,0,357701,1,4,0,0,5,4,2,4,German only,15,16,Girl,0,no,0,0,0,3,2,1,1,357701,3577
35770112,357701,3577,4,2,1996,3,2,2,2,2,4,7,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,1,3,1,3,1,1,2,1,2,2,4,3,2,4,4,4,2,2,2,4,2,4,2,3,357701,0,4,0,357701,0,1,0,0,2,1,2,4,Only other nationality,14,8,Girl,0,no,0,0,0,3,5,2,3,357701,3577
35770113,357701,3577,4,1,1995,1,3,4,3,3,4,4,1,0,0,0,0,0,0,0,0,0,0,4,4,2,4,2,1,3,1,3,1,1,2,2,4,2,4,4,2,5,5,5,2,2,2,2,2,2,2,2,357701,0,5,0,357701,3,2,0,2,1,2,1,4,German only,15,13,Boy,1,no,0,0,0,3,4,2,2,357701,3577
35770114,357701,3577,4,2,1995,2,2,3,4,2,3,10,0,0,0,0,0,0,0,0,0,2,0,3,4,4,4,1,1,2,1,3,1,1,1,2,2,2,4,3,2,2,4,3,2,2,2,2,1,1,1,2,357701,3,5,0,357701,0,3,0,0,4,3,2,4,German and other nationality,15,11,Girl,0,no,0,1,2,2,3,1,2,357701,3577
35770116,357701,3577,4,1,1996,1,3,3,3,3,3,9,0,1,0,0,0,0,1,0,0,0,0,4,4,4,4,2,1,3,1,3,2,2,2,3,4,3,4,4,2,3,3,3,2,2,2,3,3,3,3,2,357701,2,5,0,357701,3,5,0,3,2,5,1,4,German only,14,12,Boy,1,yes,1,0,0,3,5,3,2,357701,3577
35770118,357701,3577,4,1,1994,2,4,4,4,4,4,9,1,1,0,1,0,0,0,0,0,2,0,3,4,4,4,2,1,3,1,3,1,1,1,2,4,2,4,3,2,5,4,5,2,1,2,5,4,4,1,1,357701,2,4,0,357701,4,5,0,2,3,5,1,4,German and other nationality,16,16,Boy,3,no,0,1,2,3,2,1,1,357701,3577
35770120,357701,3577,4,1,1995,3,3,3,3,3,3,5,4,4,0,0,0,0,1,0,0,0,0,2,4,4,3,1,1,2,1,2,2,1,3,4,3,3,3,3,2,2,3,3,2,2,2,5,5,5,1,1,357701,6,4,0,357701,2,4,0,1,4,4,1,4,Only other nationality,15,12,Boy,8,yes,1,0,0,2,2,1,1,357701,3577
35770121,357701,3577,4,1,1995,1,3,4,3,3,4,6,1,2,0,0,0,0,1,0,4,4,4,3,4,4,4,1,4,1,1,3,1,1,1,3,4,3,4,3,3,3,4,4,2,1,3,2,3,4,1,1,357701,5,4,0,357701,2,5,0,1,4,5,1,4,German only,15,13,Boy,3,yes,1,0,12,2,2,1,1,357701,3577
35770126,357701,3577,4,1,1996,3,3,2,2,3,4,4,2,1,0,2,0,0,0,0,2,4,2,2,3,3,4,2,1,2,1,2,2,2,2,2,3,3,3,3,2,4,4,4,2,3,3,1,2,3,4,3,357701,0,4,0,357701,3,1,0,1,1,1,1,4,Only other nationality,14,10,Boy,5,no,0,1,8,2,7,4,3,357701,3577
35770127,357701,3577,4,1,1995,1,3,3,3,3,4,9,0,0,0,0,0,0,0,0,0,2,2,4,4,4,4,2,1,3,1,3,2,1,2,2,4,2,4,4,2,3,3,3,1,1,2,2,2,2,2,2,357701,0,3,0,357701,4,3,0,3,1,3,1,4,German only,15,12,Boy,0,no,0,1,4,3,4,2,2,357701,3577
35770128,357701,3577,4,1,1995,1,3,3,3,3,1,NA,1,1,1,2,0,0,0,0,2,2,2,3,4,4,4,2,1,2,1,2,2,1,2,3,2,3,3,3,2,3,4,3,2,2,2,4,3,3,2,3,357701,1,3,0,357701,0,5,0,0,5,5,1,4,German only,15,12,Boy,5,no,0,1,6,2,5,2,3,357701,3577
35770511,357705,3577,4,2,1996,1,3,3,3,3,2,7,2,1,0,1,0,0,0,0,4,5,5,3,3,3,3,2,2,2,1,2,2,2,2,2,3,2,3,3,2,2,3,3,2,2,2,3,2,3,2,2,357705,4,5,0,357705,3,5,0,3,2,5,2,4,German only,14,12,Girl,4,no,0,0,14,2,4,2,2,357705,3577
35770512,357705,3577,4,2,1996,1,3,4,3,4,4,3,1,1,0,1,0,0,0,0,0,2,0,4,4,4,4,2,1,2,1,2,2,1,2,4,3,3,3,2,4,3,5,2,3,1,3,3,2,2,3,2,357705,2,5,0,357705,8,5,0,5,0,5,2,4,German only,14,14,Girl,3,no,0,1,2,2,5,3,2,357705,3577
35770513,357705,3577,4,2,1995,3,2,2,3,2,3,4,1,1,0,2,0,0,1,0,0,0,0,3,4,4,4,1,3,2,1,1,4,3,3,3,2,4,2,2,4,2,1,2,3,3,4,1,2,1,1,1,357705,3,3,0,357705,2,5,0,1,4,5,2,4,Only other nationality,15,9,Girl,4,yes,1,0,0,2,2,1,1,357705,3577
35770515,357705,3577,4,1,1993,3,4,2,3,3,3,6,1,2,1,1,0,0,0,0,0,0,0,3,4,4,3,1,3,2,1,0,5,3,5,4,4,4,2,1,4,5,3,1,3,5,5,2,4,3,2,3,357705,6,5,0,357705,2,4,0,2,3,4,1,4,Only other nationality,17,12,Boy,5,no,0,0,0,1,5,2,3,357705,3577
